Linux 7.0.10-arch1-1 (archlinux) 	05/28/2026 	_x86_64_	(4 CPU)

12:39:48 PM  %scpu-10  %scpu-60 %scpu-300     %scpu
01:25:58 PM      0.00      0.00      0.00      0.08
01:26:03 PM      0.00      0.00      0.00      0.07
01:26:08 PM      0.00      0.00      0.00      0.08
01:26:13 PM      0.00      0.00      0.00      0.05
01:26:18 PM      0.00      0.00      0.00      0.06
01:26:23 PM      0.00      0.00      0.00      0.05
01:26:28 PM      0.00      0.00      0.00      0.12
01:26:33 PM      0.00      0.00      0.00      0.11
01:26:38 PM      0.00      0.00      0.00      0.08
01:26:43 PM      0.00      0.00      0.00      0.05
01:26:48 PM      0.00      0.00      0.00      0.07
01:26:53 PM      0.00      0.00      0.00      0.04
01:26:58 PM      0.00      0.00      0.00      0.12
01:27:03 PM      0.00      0.00      0.00      0.06
01:27:08 PM      0.00      0.00      0.00      0.06
01:27:13 PM      0.00      0.00      0.00      0.05
01:27:18 PM      0.00      0.00      0.00      0.08
01:27:23 PM      0.00      0.00      0.00      0.05
01:27:28 PM      0.00      0.00      0.00      0.07
01:27:33 PM      0.00      0.00      0.00      0.13
01:27:38 PM      0.00      0.00      0.00      0.08
01:27:43 PM      0.00      0.00      0.00      0.06
01:27:48 PM      0.00      0.00      0.00      0.06
01:27:53 PM      0.00      0.00      0.00      0.07
01:27:58 PM      0.00      0.00      0.00      0.07
01:28:03 PM      0.00      0.00      0.00      0.17
01:28:08 PM      0.00      0.00      0.00      0.08
01:28:13 PM      0.00      0.00      0.00      0.03
01:28:18 PM      0.00      0.00      0.00      0.08
01:28:23 PM      0.00      0.00      0.00      0.05
01:28:28 PM      0.00      0.00      0.00      0.11
01:28:33 PM      0.00      0.00      0.00      0.05
01:28:38 PM      0.00      0.00      0.00      0.08
01:28:43 PM      0.00      0.00      0.00      0.05
01:28:48 PM      0.00      0.00      0.00      0.08
01:28:53 PM      0.00      0.00      0.00      0.06
01:28:58 PM      0.00      0.00      0.00      0.07
01:29:03 PM      0.00      0.00      0.00      0.09
01:29:08 PM      0.00      0.00      0.00      0.06
01:29:13 PM      0.00      0.00      0.00      0.03
01:29:18 PM      0.00      0.00      0.00      0.06
01:29:23 PM      0.00      0.00      0.00      0.05
01:29:28 PM      0.00      0.00      0.00      0.14
01:29:33 PM      0.00      0.00      0.00      0.08
01:29:38 PM      0.00      0.00      0.00      0.04
01:29:43 PM      0.00      0.00      0.00      0.07
01:29:48 PM      0.00      0.00      0.00      0.06
01:29:53 PM      0.00      0.00      0.00      0.05
01:29:58 PM      0.00      0.00      0.00      0.07
01:30:03 PM      0.00      0.00      0.00      0.12
01:30:08 PM      0.00      0.00      0.00      0.08
01:30:13 PM      0.00      0.00      0.00      0.09
01:30:18 PM      0.00      0.00      0.00      0.05
01:30:23 PM      0.00      0.00      0.00      0.05
01:30:28 PM      0.00      0.00      0.00      0.07
01:30:33 PM      0.00      0.00      0.00      0.11
01:30:38 PM      0.00      0.00      0.00      0.08
01:30:43 PM      0.00      0.00      0.00      0.05
01:30:48 PM      0.00      0.00      0.00      0.06
01:30:53 PM      0.00      0.00      0.00      0.05
01:30:58 PM      0.00      0.00      0.00      0.07
01:31:03 PM      0.00      0.00      0.00      0.10
01:31:08 PM      0.00      0.00      0.00      0.08
01:31:13 PM      0.00      0.00      0.00      0.05
01:31:18 PM      0.00      0.00      0.00      0.05
01:31:23 PM      0.00      0.00      0.00      0.05
01:31:28 PM      0.00      0.00      0.00      0.07
01:31:33 PM      0.00      0.00      0.00      0.12
01:31:38 PM      0.00      0.00      0.00      0.07
01:31:43 PM      0.00      0.00      0.00      0.05
01:31:48 PM      0.00      0.00      0.00      0.07
01:31:53 PM      0.00      0.00      0.00      0.05
01:31:58 PM      0.00      0.00      0.00      0.07
01:32:03 PM      0.00      0.00      0.00      0.11
01:32:08 PM      0.00      0.00      0.00      0.06
01:32:13 PM      0.00      0.00      0.00      0.07
01:32:18 PM      0.00      0.00      0.00      0.08
01:32:23 PM      0.00      0.00      0.00      0.03
01:32:28 PM      0.00      0.00      0.00      0.08
01:32:33 PM      0.00      0.00      0.00      0.08
01:32:38 PM      0.00      0.00      0.00      0.07
01:32:43 PM      0.00      0.00      0.00      0.05
01:32:48 PM      0.00      0.00      0.00      0.07
01:32:53 PM      0.00      0.00      0.00      0.05
01:32:58 PM      0.00      0.00      0.00      0.06
01:33:03 PM      0.00      0.00      0.00      0.10
01:33:08 PM      0.00      0.00      0.00      0.06
01:33:13 PM      0.00      0.00      0.00      0.05
01:33:18 PM      0.00      0.00      0.00      0.07
01:33:23 PM      0.00      0.00      0.00      0.05
01:33:28 PM      0.00      0.00      0.00      0.06
01:33:33 PM      0.00      0.00      0.00      0.12
01:33:38 PM      0.00      0.00      0.00      0.06
01:33:43 PM      0.00      0.00      0.00      0.05
01:33:48 PM      0.00      0.00      0.00      0.07
01:33:53 PM      0.00      0.00      0.00      0.05
01:33:58 PM      0.00      0.00      0.00      0.08
01:34:03 PM      0.00      0.00      0.00      0.10
01:34:08 PM      0.00      0.00      0.00      0.06
01:34:13 PM      0.00      0.00      0.00      0.05
01:34:18 PM      0.00      0.00      0.00      0.08
01:34:23 PM      0.00      0.00      0.00      0.05
01:34:28 PM      0.00      0.00      0.00      0.07
01:34:33 PM      0.00      0.00      0.00      0.11
01:34:38 PM      0.00      0.00      0.00      0.06
01:34:43 PM      0.00      0.00      0.00      0.05
01:34:48 PM      0.00      0.00      0.00      0.08
01:34:53 PM      0.00      0.00      0.00      0.05
01:34:58 PM      0.00      0.00      0.00      0.06
01:35:03 PM      0.00      0.00      0.00      0.13
01:35:08 PM      0.00      0.00      0.00      0.08
01:35:13 PM      0.00      0.00      0.00      0.04
01:35:18 PM      0.00      0.00      0.00      0.06
01:35:23 PM      0.00      0.00      0.00      0.05
01:35:28 PM      0.00      0.00      0.00      0.07
01:35:33 PM      0.00      0.00      0.00      0.08
01:35:38 PM      0.00      0.00      0.00      0.06
01:35:43 PM      0.00      0.00      0.00      0.07
01:35:48 PM      0.00      0.00      0.00      0.05
01:35:53 PM      0.00      0.00      0.00      0.05
01:35:58 PM      0.00      0.00      0.00      0.07
01:36:03 PM      0.00      0.00      0.00      0.08
01:36:08 PM      0.00      0.00      0.00      0.06
01:36:13 PM      0.00      0.00      0.00      0.07
01:36:18 PM      0.00      0.00      0.00      0.06
01:36:23 PM      0.00      0.00      0.00      0.05
01:36:28 PM      0.00      0.00      0.00      0.08
01:36:33 PM      0.00      0.00      0.00      0.08
01:36:38 PM      0.00      0.00      0.00      0.06
01:36:43 PM      0.00      0.00      0.00      0.05
01:36:48 PM      0.00      0.00      0.00      0.08
01:36:53 PM      0.00      0.00      0.00      0.05
01:36:58 PM      0.00      0.00      0.00      0.08
01:37:03 PM      0.00      0.00      0.00      0.05
01:37:08 PM      0.00      0.00      0.00      0.06
01:37:13 PM      0.00      0.00      0.00      0.07
01:37:18 PM      0.00      0.00      0.00      0.05
01:37:23 PM      0.00      0.00      0.00      0.05
01:37:28 PM      0.00      0.00      0.00      0.05
01:37:33 PM      0.00      0.00      0.00      0.09
01:37:38 PM      0.00      0.00      0.00      0.06
01:37:43 PM      0.00      0.00      0.00      0.07
01:37:48 PM      0.00      0.00      0.00      0.06
01:37:53 PM      0.00      0.00      0.00      0.07
01:37:58 PM      0.00      0.00      0.00      0.08
01:38:03 PM      0.00      0.00      0.00      0.09
01:38:08 PM      0.00      0.00      0.00      0.06
01:38:13 PM      0.00      0.00      0.00      0.05
01:38:18 PM      0.00      0.00      0.00      0.08
01:38:23 PM      0.00      0.00      0.00      0.05
01:38:28 PM      0.00      0.00      0.00      0.06
01:38:33 PM      0.00      0.00      0.00      0.08
01:38:38 PM      0.00      0.00      0.00      0.06
01:38:43 PM      0.00      0.00      0.00      0.05
01:38:48 PM      0.00      0.00      0.00      0.08
01:38:53 PM      0.00      0.00      0.00      0.07
01:38:58 PM      0.00      0.00      0.00      0.06
01:39:03 PM      0.00      0.00      0.00      0.08
01:39:08 PM      0.00      0.00      0.00      0.08
01:39:13 PM      0.00      0.00      0.00      0.05
01:39:18 PM      0.00      0.00      0.00      0.10
01:39:23 PM      0.00      0.00      0.00      0.03
01:39:28 PM      0.00      0.00      0.00      0.06
01:39:33 PM      0.00      0.00      0.00      0.07
01:39:38 PM      0.00      0.00      0.00      0.06
01:39:43 PM      0.00      0.00      0.00      0.05
01:39:48 PM      0.00      0.00      0.00      0.06
Average:         0.00      0.00      0.00      0.06
